Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 19, 0.116, 0.116, 0.116, 0.116, 0.116, 0.116, 0.116, 0.116, 0.116, #3 - 1.2D + 1.6L + 0.5Lr,
 20, 4.034, 4.034, 4.034, 4.034, 4.034, 4.034, 4.034, 4.034, 4.034, #3 - 1.2D + 1.6L + 0.5Lr,
 21, 4.302, 4.302, 4.302, 4.302, 4.302, 4.302, 4.302, 4.302, 4.302, #3 - 1.2D + 1.6L + 0.5Lr,
 22, 4.261, 4.261, 4.261, 4.261, 4.261, 4.261, 4.261, 4.261, 4.261, #3 - 1.2D + 1.6L + 0.5Lr,
 23, 4.035, 4.035, 4.035, 4.035, 4.035, 4.035, 4.035, 4.035, 4.035, #3 - 1.2D + 1.6L + 0.5Lr,
 24, -4.238, -4.238, -4.238, -4.238, -4.238, -4.238, -4.238, -4.238, -4.238, #3 - 1.2D + 1.6L + 0.5Lr,
 25, -4.061, -4.061, -4.061, -4.061, -4.061, -4.061, -4.061, -4.061, -4.061, #3 - 1.2D + 1.6L + 0.5Lr,
 26, -4.095, -4.095, -4.095, -4.095, -4.095, -4.095, -4.095, -4.095, -4.095, #3 - 1.2D + 1.6L + 0.5Lr,
 27, -4.239, -4.239, -4.239, -4.239, -4.239, -4.239, -4.239, -4.239, -4.239, #3 - 1.2D + 1.6L + 0.5Lr,
 28, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, #3 - 1.2D + 1.6L + 0.5Lr,
 29, 0.076, 0.076, -0.007, -0.007, 0.008, 0.008, -0.083, -0.083, , #3 - 1.2D + 1.6L + 0.5Lr,
 30, -0.001, -0.001, -0.001, -0.001, -0.001, -0.001, -0.001, -0.001, -0.001, #3 - 1.2D + 1.6L + 0.5Lr,
 31, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, -0.014, #3 - 1.2D + 1.6L + 0.5Lr,
 32, 0.003, 0.003, -0.002, -0.002, 0.002, 0.002, -0.003, -0.003, , #3 - 1.2D + 1.6L + 0.5Lr,
 33, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, 0.015, #3 - 1.2D + 1.6L + 0.5Lr,
 34, 0.037, 0.037, -0.031, -0.031, 0, 0.033, 0.033, -0.049, -0.049, #3 - 1.2D + 1.6L + 0.5Lr,
 35, -0.031, -0.031, 0.03, 0.03, 0, -0.034, -0.034, 0.057, 0.057, #3 - 1.2D + 1.6L + 0.5Lr,
 36, 0.036, 0.036, 0.036, 0.036, 0.036, 0.036, 0.036, 0.036, 0.036, #3 - 1.2D + 1.6L + 0.5Lr,
 37, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, -0.036, #3 - 1.2D + 1.6L + 0.5Lr,
 38, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, 0.014, #3 - 1.2D + 1.6L + 0.5Lr,
 39, 4.746, 4.746, 4.746, 4.746, 4.746, 4.746, 4.746, 4.746, 4.746, #3 - 1.2D + 1.6L + 0.5Lr,
 40, 5.434, 5.434, 5.434, 5.434, 5.434, 5.434, 5.434, 5.434, 5.434, #3 - 1.2D + 1.6L + 0.5Lr,
 41, 5.388, 5.388, 5.388, 5.388, 5.388, 5.388, 5.388, 5.388, 5.388, #3 - 1.2D + 1.6L + 0.5Lr,
 42, 4.749, 4.749, 4.749, 4.749, 4.749, 4.749, 4.749, 4.749, 4.749, #3 - 1.2D + 1.6L + 0.5Lr,
