Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 18, -5.551, -5.551, -5.551, -5.551, -5.551, -5.551, -5.551, -5.551, -5.551, #2 - 1.4D,
 19, -12.346, -12.346, -12.346, -12.346, -12.346, -12.346, -12.346, -12.346, -12.346, #2 - 1.4D,
 20, 125.241, 124.005, 122.769, 121.534, 120.298, 119.062, 117.827, 116.591, 115.356, #2 - 1.4D,
 21, 155.551, 154.316, 153.08, 151.844, 150.609, 149.373, 148.137, 146.902, 145.666, #2 - 1.4D,
 22, 191.701, 185.792, 179.884, 173.976, 168.068, 162.159, 156.251, 150.343, 144.434, #2 - 1.4D,
 23, 125.417, 124.181, 122.945, 121.71, 120.474, 119.239, 118.003, 116.767, 115.532, #2 - 1.4D,
 24, 125.547, 124.311, 123.076, 121.84, 120.605, 119.369, 118.133, 116.898, 115.662, #2 - 1.4D,
 25, 142.257, 141.022, 139.786, 138.55, 137.315, 136.079, 134.843, 133.608, 132.372, #2 - 1.4D,
 26, 142.536, 141.3, 140.064, 138.829, 137.593, 136.357, 135.122, 133.886, 132.651, #2 - 1.4D,
 27, 125.547, 124.311, 123.076, 121.84, 120.604, 119.369, 118.133, 116.898, 115.662, #2 - 1.4D,
 28, -0.66, -0.66, -0.66, -0.66, -0.66, -0.66, -0.66, -0.66, -0.66, #2 - 1.4D,
 29, -0.06, -0.06, -0.078, -0.078, -0.078, -0.075, -0.053, -0.053, , #2 - 1.4D,
 30, -0.685, -0.685, -0.685, -0.685, -0.685, -0.685, -0.685, -0.685, -0.685, #2 - 1.4D,
 31, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, #2 - 1.4D,
 32, 0.054, 0.054, 0.051, 0.051, 0.051, 0.051, 0.054, 0.054, , #2 - 1.4D,
 33, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, -0.625, #2 - 1.4D,
